spp_id,gen,vul,net_id,net_type,community,stage
12,0,13,6,down_rand,kashmir,burnin
18,7,0,6,down_rand,kashmir,burnin
13,0,10,6,down_rand,kashmir,burnin
9,8,0,6,down_rand,kashmir,burnin
24,5,0,6,down_rand,kashmir,burnin
10,0,11,6,down_rand,kashmir,burnin
22,5,0,6,down_rand,kashmir,burnin
3,7,0,6,down_rand,kashmir,burnin
5,7,0,6,down_rand,kashmir,burnin
8,6,0,6,down_rand,kashmir,burnin
21,7,0,6,down_rand,kashmir,burnin
14,0,10,6,down_rand,kashmir,burnin
6,5,0,6,down_rand,kashmir,burnin
1,5,0,6,down_rand,kashmir,burnin
19,5,0,6,down_rand,kashmir,burnin
16,0,14,6,down_rand,kashmir,burnin
4,4,0,6,down_rand,kashmir,burnin
15,0,13,6,down_rand,kashmir,burnin
11,0,13,6,down_rand,kashmir,burnin
17,0,11,6,down_link,kashmir,burnin
20,0,10,6,down_link,kashmir,burnin
7,5,0,6,down_link,kashmir,burnin
2,4,0,6,down_link,kashmir,burnin
23,5,2,6,down_link,kashmir,burnin
12,8,1,6,down_link,kashmir,burnin
18,0,13,6,down_link,kashmir,burnin
13,0,10,6,down_link,kashmir,burnin
9,3,0,6,down_link,kashmir,burnin
24,7,2,6,down_link,kashmir,burnin
10,7,1,6,down_link,kashmir,burnin
22,6,2,6,down_link,kashmir,burnin
26,6,2,6,down_link,kashmir,burnin
3,5,1,6,down_link,kashmir,burnin
5,5,1,6,down_link,kashmir,burnin
28,8,2,6,down_link,kashmir,burnin
8,4,1,6,down_link,kashmir,burnin
25,7,1,6,down_link,kashmir,burnin
27,5,2,6,down_link,kashmir,burnin
21,5,1,6,down_link,kashmir,burnin
14,0,12,6,down_link,kashmir,burnin
6,7,1,6,down_link,kashmir,burnin
1,8,1,6,down_link,kashmir,burnin
19,0,12,6,down_link,kashmir,burnin
16,0,13,6,down_link,kashmir,burnin
4,5,1,6,down_link,kashmir,burnin
15,0,13,6,down_link,kashmir,burnin
11,6,0,6,down_link,kashmir,burnin
17,0,14,6,down_niche,kashmir,burnin
20,0,14,6,down_niche,kashmir,burnin
7,6,0,6,down_niche,kashmir,burnin
2,1,0,6,down_niche,kashmir,burnin
23,6,1,6,down_niche,kashmir,burnin
12,7,0,6,down_niche,kashmir,burnin
18,0,15,6,down_niche,kashmir,burnin
13,0,5,6,down_niche,kashmir,burnin
9,6,1,6,down_niche,kashmir,burnin
24,7,1,6,down_niche,kashmir,burnin
10,7,0,6,down_niche,kashmir,burnin
22,6,1,6,down_niche,kashmir,burnin
26,7,1,6,down_niche,kashmir,burnin
3,5,1,6,down_niche,kashmir,burnin
5,4,1,6,down_niche,kashmir,burnin
28,7,1,6,down_niche,kashmir,burnin
8,6,0,6,down_niche,kashmir,burnin
25,3,0,6,down_niche,kashmir,burnin
27,6,1,6,down_niche,kashmir,burnin
21,7,1,6,down_niche,kashmir,burnin
14,0,13,6,down_niche,kashmir,burnin
6,5,1,6,down_niche,kashmir,burnin
1,4,0,6,down_niche,kashmir,burnin
19,0,14,6,down_niche,kashmir,burnin
16,0,14,6,down_niche,kashmir,burnin
4,7,1,6,down_niche,kashmir,burnin
15,0,10,6,down_niche,kashmir,burnin
11,4,0,6,down_niche,kashmir,burnin
17,0,6,6,atn,kashmir,burnin
20,0,4,6,atn,kashmir,burnin
7,6,5,6,atn,kashmir,burnin
2,6,0,6,atn,kashmir,burnin
23,4,11,6,atn,kashmir,burnin
12,0,3,6,atn,kashmir,burnin
18,0,5,6,atn,kashmir,burnin
13,0,4,6,atn,kashmir,burnin
9,6,0,6,atn,kashmir,burnin
24,6,6,6,atn,kashmir,burnin
10,7,0,6,atn,kashmir,burnin
22,2,9,6,atn,kashmir,burnin
26,6,0,6,atn,kashmir,burnin
3,7,0,6,atn,kashmir,burnin
5,9,0,6,atn,kashmir,burnin
8,7,0,6,atn,kashmir,burnin
25,6,5,6,atn,kashmir,burnin
21,0,8,6,atn,kashmir,burnin
14,0,8,6,atn,kashmir,burnin
6,6,0,6,atn,kashmir,burnin
1,7,0,6,atn,kashmir,burnin
19,0,3,6,atn,kashmir,burnin
16,0,11,6,atn,kashmir,burnin
4,6,0,6,atn,kashmir,burnin
15,0,9,6,atn,kashmir,burnin
11,6,0,6,atn,kashmir,burnin
56,3,1,6,down_power,dolomites,creation
34,5,6,6,down_power,dolomites,creation
43,26,7,6,down_power,dolomites,creation
40,7,2,6,down_power,dolomites,creation
12,4,8,6,down_power,dolomites,creation
13,7,2,6,down_power,dolomites,creation
24,5,1,6,down_power,dolomites,creation
49,0,33,6,down_power,dolomites,creation
5,29,4,6,down_power,dolomites,creation
31,6,8,6,down_power,dolomites,creation
38,8,6,6,down_power,dolomites,creation
45,0,34,6,down_power,dolomites,creation
28,7,6,6,down_power,dolomites,creation
37,5,7,6,down_power,dolomites,creation
8,8,1,6,down_power,dolomites,creation
35,5,7,6,down_power,dolomites,creation
27,6,8,6,down_power,dolomites,creation
21,8,7,6,down_power,dolomites,creation
6,22,5,6,down_power,dolomites,creation
32,5,0,6,down_power,dolomites,creation
16,7,7,6,down_power,dolomites,creation
57,8,1,6,down_power,dolomites,creation
42,35,6,6,down_power,dolomites,creation
15,4,4,6,down_power,dolomites,creation
17,6,7,6,down_power,dolomites,creation
20,6,5,6,down_power,dolomites,creation
29,6,6,6,down_power,dolomites,creation
7,16,7,6,down_power,dolomites,creation
2,17,2,6,down_power,dolomites,creation
23,6,2,6,down_power,dolomites,creation
18,4,7,6,down_power,dolomites,creation
9,7,1,6,down_power,dolomites,creation
55,7,1,6,down_power,dolomites,creation
53,7,1,6,down_power,dolomites,creation
10,6,8,6,down_power,dolomites,creation
22,8,1,6,down_power,dolomites,creation
26,7,8,6,down_power,dolomites,creation
3,18,2,6,down_power,dolomites,creation
30,6,2,6,down_power,dolomites,creation
52,6,1,6,down_power,dolomites,creation
48,0,38,6,down_power,dolomites,creation
54,6,1,6,down_power,dolomites,creation
51,0,35,6,down_power,dolomites,creation
41,35,6,6,down_power,dolomites,creation
25,8,8,6,down_power,dolomites,creation
33,7,7,6,down_power,dolomites,creation
58,8,0,6,down_power,dolomites,creation
39,8,7,6,down_power,dolomites,creation
47,0,32,6,down_power,dolomites,creation
14,6,0,6,down_power,dolomites,creation
44,0,33,6,down_power,dolomites,creation
1,10,8,6,down_power,dolomites,creation
19,5,5,6,down_power,dolomites,creation
46,0,31,6,down_power,dolomites,creation
50,0,35,6,down_power,dolomites,creation
59,5,1,6,down_power,dolomites,creation
4,29,4,6,down_power,dolomites,creation
11,7,7,6,down_power,dolomites,creation
36,5,2,6,down_power,dolomites,creation
56,8,1,6,metaweb,dolomites,creation
34,8,7,6,metaweb,dolomites,creation
43,28,7,6,metaweb,dolomites,creation
40,8,2,6,metaweb,dolomites,creation
12,8,8,6,metaweb,dolomites,creation
13,8,2,6,metaweb,dolomites,creation
24,8,2,6,metaweb,dolomites,creation
49,0,43,6,metaweb,dolomites,creation
5,31,4,6,metaweb,dolomites,creation
31,8,8,6,metaweb,dolomites,creation
38,8,7,6,metaweb,dolomites,creation
45,0,43,6,metaweb,dolomites,creation
28,8,7,6,metaweb,dolomites,creation
37,8,7,6,metaweb,dolomites,creation
8,8,1,6,metaweb,dolomites,creation
35,8,7,6,metaweb,dolomites,creation
27,8,8,6,metaweb,dolomites,creation
21,8,7,6,metaweb,dolomites,creation
6,27,7,6,metaweb,dolomites,creation
32,8,0,6,metaweb,dolomites,creation
16,8,7,6,metaweb,dolomites,creation
57,8,1,6,metaweb,dolomites,creation
42,35,7,6,metaweb,dolomites,creation
15,8,4,6,metaweb,dolomites,creation
17,8,7,6,metaweb,dolomites,creation
20,8,7,6,metaweb,dolomites,creation
29,8,7,6,metaweb,dolomites,creation
7,20,7,6,metaweb,dolomites,creation
2,18,2,6,metaweb,dolomites,creation
23,8,2,6,metaweb,dolomites,creation
18,8,7,6,metaweb,dolomites,creation
9,8,1,6,metaweb,dolomites,creation
55,8,1,6,metaweb,dolomites,creation
53,8,1,6,metaweb,dolomites,creation
10,8,8,6,metaweb,dolomites,creation
22,8,2,6,metaweb,dolomites,creation
26,8,8,6,metaweb,dolomites,creation
3,18,2,6,metaweb,dolomites,creation
30,8,2,6,metaweb,dolomites,creation
52,8,1,6,metaweb,dolomites,creation
48,0,43,6,metaweb,dolomites,creation
54,8,1,6,metaweb,dolomites,creation
51,0,43,6,metaweb,dolomites,creation
41,35,7,6,metaweb,dolomites,creation
25,8,8,6,metaweb,dolomites,creation
33,8,7,6,metaweb,dolomites,creation
58,8,1,6,metaweb,dolomites,creation
39,8,7,6,metaweb,dolomites,creation
47,0,43,6,metaweb,dolomites,creation
14,8,0,6,metaweb,dolomites,creation
44,0,43,6,metaweb,dolomites,creation
1,10,8,6,metaweb,dolomites,creation
19,8,7,6,metaweb,dolomites,creation
46,0,43,6,metaweb,dolomites,creation
50,0,43,6,metaweb,dolomites,creation
59,8,1,6,metaweb,dolomites,creation
4,31,4,6,metaweb,dolomites,creation
11,8,8,6,metaweb,dolomites,creation
36,8,2,6,metaweb,dolomites,creation
56,0,11,6,niche,dolomites,creation
34,0,11,6,niche,dolomites,creation
43,1,14,6,niche,dolomites,creation
40,12,11,6,niche,dolomites,creation
12,32,5,6,niche,dolomites,creation
13,16,5,6,niche,dolomites,creation
24,11,8,6,niche,dolomites,creation
49,10,11,6,niche,dolomites,creation
5,22,2,6,niche,dolomites,creation
31,9,11,6,niche,dolomites,creation
38,7,11,6,niche,dolomites,creation
45,3,15,6,niche,dolomites,creation
28,9,11,6,niche,dolomites,creation
37,5,11,6,niche,dolomites,creation
8,14,3,6,niche,dolomites,creation
35,2,11,6,niche,dolomites,creation
27,11,12,6,niche,dolomites,creation
21,9,8,6,niche,dolomites,creation
6,26,2,6,niche,dolomites,creation
32,2,11,6,niche,dolomites,creation
16,6,5,6,niche,dolomites,creation
57,0,12,6,niche,dolomites,creation
42,1,14,6,niche,dolomites,creation
15,2,5,6,niche,dolomites,creation
17,14,8,6,niche,dolomites,creation
20,23,8,6,niche,dolomites,creation
29,8,12,6,niche,dolomites,creation
7,3,3,6,niche,dolomites,creation
2,15,2,6,niche,dolomites,creation
23,12,7,6,niche,dolomites,creation
18,0,8,6,niche,dolomites,creation
9,19,4,6,niche,dolomites,creation
55,3,7,6,niche,dolomites,creation
53,0,10,6,niche,dolomites,creation
10,20,5,6,niche,dolomites,creation
22,2,8,6,niche,dolomites,creation
26,22,13,6,niche,dolomites,creation
3,10,2,6,niche,dolomites,creation
30,13,11,6,niche,dolomites,creation
52,0,12,6,niche,dolomites,creation
48,3,11,6,niche,dolomites,creation
54,2,9,6,niche,dolomites,creation
51,2,11,6,niche,dolomites,creation
41,2,13,6,niche,dolomites,creation
25,17,8,6,niche,dolomites,creation
33,3,11,6,niche,dolomites,creation
58,1,10,6,niche,dolomites,creation
39,4,11,6,niche,dolomites,creation
47,3,12,6,niche,dolomites,creation
14,2,5,6,niche,dolomites,creation
44,14,13,6,niche,dolomites,creation
1,29,2,6,niche,dolomites,creation
19,22,8,6,niche,dolomites,creation
46,3,13,6,niche,dolomites,creation
50,3,12,6,niche,dolomites,creation
59,0,3,6,niche,dolomites,creation
4,8,2,6,niche,dolomites,creation
11,7,5,6,niche,dolomites,creation
36,11,11,6,niche,dolomites,creation
56,7,1,6,down_rand,dolomites,creation
34,8,7,6,down_rand,dolomites,creation
43,23,6,6,down_rand,dolomites,creation
40,6,1,6,down_rand,dolomites,creation
12,8,8,6,down_rand,dolomites,creation
13,6,2,6,down_rand,dolomites,creation
24,7,2,6,down_rand,dolomites,creation
49,0,36,6,down_rand,dolomites,creation
5,30,2,6,down_rand,dolomites,creation
31,6,6,6,down_rand,dolomites,creation
38,7,6,6,down_rand,dolomites,creation
45,0,39,6,down_rand,dolomites,creation
28,7,6,6,down_rand,dolomites,creation
37,8,6,6,down_rand,dolomites,creation
8,7,0,6,down_rand,dolomites,creation
35,7,7,6,down_rand,dolomites,creation
27,7,6,6,down_rand,dolomites,creation
21,7,6,6,down_rand,dolomites,creation
6,22,6,6,down_rand,dolomites,creation
32,8,0,6,down_rand,dolomites,creation
16,7,6,6,down_rand,dolomites,creation
57,7,1,6,down_rand,dolomites,creation
42,32,6,6,down_rand,dolomites,creation
15,7,4,6,down_rand,dolomites,creation
17,6,6,6,down_rand,dolomites,creation
20,5,6,6,down_rand,dolomites,creation
29,5,7,6,down_rand,dolomites,creation
7,16,7,6,down_rand,dolomites,creation
2,16,1,6,down_rand,dolomites,creation
23,6,0,6,down_rand,dolomites,creation
18,6,6,6,down_rand,dolomites,creation
9,8,1,6,down_rand,dolomites,creation
55,5,0,6,down_rand,dolomites,creation
53,6,0,6,down_rand,dolomites,creation
10,7,6,6,down_rand,dolomites,creation
22,7,2,6,down_rand,dolomites,creation
26,7,7,6,down_rand,dolomites,creation
3,15,2,6,down_rand,dolomites,creation
30,7,2,6,down_rand,dolomites,creation
52,4,1,6,down_rand,dolomites,creation
48,0,35,6,down_rand,dolomites,creation
54,7,1,6,down_rand,dolomites,creation
51,0,36,6,down_rand,dolomites,creation
41,31,6,6,down_rand,dolomites,creation
25,7,7,6,down_rand,dolomites,creation
33,6,6,6,down_rand,dolomites,creation
58,7,1,6,down_rand,dolomites,creation
39,8,6,6,down_rand,dolomites,creation
47,0,36,6,down_rand,dolomites,creation
14,7,0,6,down_rand,dolomites,creation
44,0,34,6,down_rand,dolomites,creation
1,7,8,6,down_rand,dolomites,creation
19,7,6,6,down_rand,dolomites,creation
46,0,37,6,down_rand,dolomites,creation
50,0,36,6,down_rand,dolomites,creation
59,6,1,6,down_rand,dolomites,creation
4,24,4,6,down_rand,dolomites,creation
11,7,6,6,down_rand,dolomites,creation
36,8,2,6,down_rand,dolomites,creation
56,7,1,6,down_link,dolomites,creation
34,8,6,6,down_link,dolomites,creation
43,21,7,6,down_link,dolomites,creation
40,8,2,6,down_link,dolomites,creation
12,8,8,6,down_link,dolomites,creation
13,7,2,6,down_link,dolomites,creation
24,6,1,6,down_link,dolomites,creation
49,0,31,6,down_link,dolomites,creation
5,27,4,6,down_link,dolomites,creation
31,5,8,6,down_link,dolomites,creation
38,6,5,6,down_link,dolomites,creation
45,0,34,6,down_link,dolomites,creation
28,7,6,6,down_link,dolomites,creation
37,7,6,6,down_link,dolomites,creation
8,6,1,6,down_link,dolomites,creation
35,6,7,6,down_link,dolomites,creation
27,7,8,6,down_link,dolomites,creation
21,7,5,6,down_link,dolomites,creation
6,24,6,6,down_link,dolomites,creation
32,7,0,6,down_link,dolomites,creation
16,7,7,6,down_link,dolomites,creation
57,7,1,6,down_link,dolomites,creation
42,27,6,6,down_link,dolomites,creation
15,7,4,6,down_link,dolomites,creation
17,6,7,6,down_link,dolomites,creation
20,5,5,6,down_link,dolomites,creation
29,6,7,6,down_link,dolomites,creation
7,16,6,6,down_link,dolomites,creation
2,17,1,6,down_link,dolomites,creation
23,7,2,6,down_link,dolomites,creation
18,7,7,6,down_link,dolomites,creation
9,7,1,6,down_link,dolomites,creation
55,6,1,6,down_link,dolomites,creation
53,7,1,6,down_link,dolomites,creation
10,7,8,6,down_link,dolomites,creation
22,7,2,6,down_link,dolomites,creation
26,7,5,6,down_link,dolomites,creation
3,17,2,6,down_link,dolomites,creation
30,7,1,6,down_link,dolomites,creation
52,7,1,6,down_link,dolomites,creation
48,0,35,6,down_link,dolomites,creation
54,8,1,6,down_link,dolomites,creation
51,0,39,6,down_link,dolomites,creation
41,26,7,6,down_link,dolomites,creation
25,5,7,6,down_link,dolomites,creation
33,6,6,6,down_link,dolomites,creation
58,7,1,6,down_link,dolomites,creation
39,8,6,6,down_link,dolomites,creation
47,0,33,6,down_link,dolomites,creation
14,8,0,6,down_link,dolomites,creation
44,0,34,6,down_link,dolomites,creation
1,10,8,6,down_link,dolomites,creation
19,6,6,6,down_link,dolomites,creation
46,0,34,6,down_link,dolomites,creation
50,0,38,6,down_link,dolomites,creation
59,6,1,6,down_link,dolomites,creation
4,31,4,6,down_link,dolomites,creation
11,7,7,6,down_link,dolomites,creation
36,6,2,6,down_link,dolomites,creation
56,8,1,6,down_niche,dolomites,creation
34,8,7,6,down_niche,dolomites,creation
43,20,6,6,down_niche,dolomites,creation
40,8,0,6,down_niche,dolomites,creation
12,7,7,6,down_niche,dolomites,creation
13,7,1,6,down_niche,dolomites,creation
24,8,2,6,down_niche,dolomites,creation
49,0,41,6,down_niche,dolomites,creation
5,23,1,6,down_niche,dolomites,creation
31,8,7,6,down_niche,dolomites,creation
38,8,6,6,down_niche,dolomites,creation
45,0,39,6,down_niche,dolomites,creation
28,7,5,6,down_niche,dolomites,creation
37,8,6,6,down_niche,dolomites,creation
8,6,1,6,down_niche,dolomites,creation
35,8,5,6,down_niche,dolomites,creation
27,7,7,6,down_niche,dolomites,creation
21,8,4,6,down_niche,dolomites,creation
6,21,3,6,down_niche,dolomites,creation
32,7,0,6,down_niche,dolomites,creation
16,7,6,6,down_niche,dolomites,creation
57,8,1,6,down_niche,dolomites,creation
42,24,5,6,down_niche,dolomites,creation
15,8,4,6,down_niche,dolomites,creation
17,7,6,6,down_niche,dolomites,creation
20,8,7,6,down_niche,dolomites,creation
29,7,6,6,down_niche,dolomites,creation
7,15,3,6,down_niche,dolomites,creation
2,11,1,6,down_niche,dolomites,creation
23,8,1,6,down_niche,dolomites,creation
18,7,5,6,down_niche,dolomites,creation
9,7,1,6,down_niche,dolomites,creation
55,8,1,6,down_niche,dolomites,creation
53,8,1,6,down_niche,dolomites,creation
10,8,6,6,down_niche,dolomites,creation
22,6,1,6,down_niche,dolomites,creation
26,7,7,6,down_niche,dolomites,creation
3,10,0,6,down_niche,dolomites,creation
30,8,2,6,down_niche,dolomites,creation
52,7,1,6,down_niche,dolomites,creation
48,0,26,6,down_niche,dolomites,creation
54,8,1,6,down_niche,dolomites,creation
51,0,42,6,down_niche,dolomites,creation
41,29,4,6,down_niche,dolomites,creation
25,7,7,6,down_niche,dolomites,creation
33,8,7,6,down_niche,dolomites,creation
58,7,1,6,down_niche,dolomites,creation
39,8,5,6,down_niche,dolomites,creation
47,0,41,6,down_niche,dolomites,creation
14,7,0,6,down_niche,dolomites,creation
44,0,39,6,down_niche,dolomites,creation
1,10,5,6,down_niche,dolomites,creation
19,8,5,6,down_niche,dolomites,creation
46,0,41,6,down_niche,dolomites,creation
50,0,41,6,down_niche,dolomites,creation
59,7,1,6,down_niche,dolomites,creation
4,22,2,6,down_niche,dolomites,creation
11,7,8,6,down_niche,dolomites,creation
36,8,2,6,down_niche,dolomites,creation
56,6,40,6,atn,dolomites,creation
34,9,0,6,atn,dolomites,creation
43,11,1,6,atn,dolomites,creation
40,8,2,6,atn,dolomites,creation
12,11,1,6,atn,dolomites,creation
13,6,34,6,atn,dolomites,creation
24,8,10,6,atn,dolomites,creation
49,0,33,6,atn,dolomites,creation
5,12,0,6,atn,dolomites,creation
31,12,0,6,atn,dolomites,creation
38,9,1,6,atn,dolomites,creation
45,0,9,6,atn,dolomites,creation
28,12,0,6,atn,dolomites,creation
37,13,0,6,atn,dolomites,creation
8,13,0,6,atn,dolomites,creation
35,8,2,6,atn,dolomites,creation
27,8,1,6,atn,dolomites,creation
21,9,0,6,atn,dolomites,creation
6,11,0,6,atn,dolomites,creation
32,11,0,6,atn,dolomites,creation
16,13,0,6,atn,dolomites,creation
57,8,33,6,atn,dolomites,creation
42,12,0,6,atn,dolomites,creation
15,11,0,6,atn,dolomites,creation
17,13,0,6,atn,dolomites,creation
20,9,0,6,atn,dolomites,creation
29,9,0,6,atn,dolomites,creation
7,11,0,6,atn,dolomites,creation
2,20,0,6,atn,dolomites,creation
23,4,40,6,atn,dolomites,creation
18,12,0,6,atn,dolomites,creation
9,11,0,6,atn,dolomites,creation
55,4,33,6,atn,dolomites,creation
53,0,9,6,atn,dolomites,creation
10,12,0,6,atn,dolomites,creation
22,4,40,6,atn,dolomites,creation
26,9,0,6,atn,dolomites,creation
3,15,0,6,atn,dolomites,creation
30,6,24,6,atn,dolomites,creation
52,0,7,6,atn,dolomites,creation
48,0,40,6,atn,dolomites,creation
54,2,16,6,atn,dolomites,creation
51,0,1,6,atn,dolomites,creation
41,12,0,6,atn,dolomites,creation
25,11,0,6,atn,dolomites,creation
33,13,0,6,atn,dolomites,creation
58,10,16,6,atn,dolomites,creation
39,11,0,6,atn,dolomites,creation
47,0,33,6,atn,dolomites,creation
14,8,2,6,atn,dolomites,creation
44,0,7,6,atn,dolomites,creation
1,13,0,6,atn,dolomites,creation
19,10,0,6,atn,dolomites,creation
46,0,16,6,atn,dolomites,creation
50,0,16,6,atn,dolomites,creation
59,11,1,6,atn,dolomites,creation
4,12,0,6,atn,dolomites,creation
11,10,0,6,atn,dolomites,creation
36,7,22,6,atn,dolomites,creation
34,0,31,6,down_power,dolomites,burnin
43,6,0,6,down_power,dolomites,burnin
40,0,32,6,down_power,dolomites,burnin
12,5,0,6,down_power,dolomites,burnin
13,6,0,6,down_power,dolomites,burnin
24,6,0,6,down_power,dolomites,burnin
5,4,0,6,down_power,dolomites,burnin
31,8,0,6,down_power,dolomites,burnin
38,0,31,6,down_power,dolomites,burnin
45,3,0,6,down_power,dolomites,burnin
28,5,0,6,down_power,dolomites,burnin
37,0,35,6,down_power,dolomites,burnin
8,4,0,6,down_power,dolomites,burnin
35,0,28,6,down_power,dolomites,burnin
27,5,0,6,down_power,dolomites,burnin
21,7,0,6,down_power,dolomites,burnin
6,7,0,6,down_power,dolomites,burnin
32,8,0,6,down_power,dolomites,burnin
16,6,0,6,down_power,dolomites,burnin
42,7,0,6,down_power,dolomites,burnin
15,8,0,6,down_power,dolomites,burnin
17,5,0,6,down_power,dolomites,burnin
20,6,0,6,down_power,dolomites,burnin
29,5,0,6,down_power,dolomites,burnin
7,6,0,6,down_power,dolomites,burnin
2,7,0,6,down_power,dolomites,burnin
23,6,0,6,down_power,dolomites,burnin
18,8,0,6,down_power,dolomites,burnin
9,7,0,6,down_power,dolomites,burnin
10,6,0,6,down_power,dolomites,burnin
22,6,0,6,down_power,dolomites,burnin
26,7,0,6,down_power,dolomites,burnin
3,6,0,6,down_power,dolomites,burnin
30,5,0,6,down_power,dolomites,burnin
48,5,0,6,down_power,dolomites,burnin
41,6,0,6,down_power,dolomites,burnin
25,5,0,6,down_power,dolomites,burnin
33,0,30,6,down_power,dolomites,burnin
39,0,32,6,down_power,dolomites,burnin
47,8,0,6,down_power,dolomites,burnin
14,8,0,6,down_power,dolomites,burnin
44,7,0,6,down_power,dolomites,burnin
1,8,0,6,down_power,dolomites,burnin
19,7,0,6,down_power,dolomites,burnin
46,8,0,6,down_power,dolomites,burnin
4,7,0,6,down_power,dolomites,burnin
11,4,0,6,down_power,dolomites,burnin
36,0,29,6,down_power,dolomites,burnin
34,8,2,6,metaweb,dolomites,burnin
43,0,41,6,metaweb,dolomites,burnin
40,0,41,6,metaweb,dolomites,burnin
12,8,2,6,metaweb,dolomites,burnin
13,8,2,6,metaweb,dolomites,burnin
24,8,3,6,metaweb,dolomites,burnin
49,8,1,6,metaweb,dolomites,burnin
5,8,1,6,metaweb,dolomites,burnin
31,8,2,6,metaweb,dolomites,burnin
38,28,2,6,metaweb,dolomites,burnin
45,0,41,6,metaweb,dolomites,burnin
28,8,3,6,metaweb,dolomites,burnin
37,8,0,6,metaweb,dolomites,burnin
8,8,3,6,metaweb,dolomites,burnin
35,8,2,6,metaweb,dolomites,burnin
27,8,2,6,metaweb,dolomites,burnin
21,8,2,6,metaweb,dolomites,burnin
6,8,1,6,metaweb,dolomites,burnin
32,8,2,6,metaweb,dolomites,burnin
16,8,2,6,metaweb,dolomites,burnin
42,0,41,6,metaweb,dolomites,burnin
15,8,2,6,metaweb,dolomites,burnin
17,8,2,6,metaweb,dolomites,burnin
20,8,2,6,metaweb,dolomites,burnin
29,8,0,6,metaweb,dolomites,burnin
7,8,3,6,metaweb,dolomites,burnin
2,13,2,6,metaweb,dolomites,burnin
23,8,3,6,metaweb,dolomites,burnin
18,8,2,6,metaweb,dolomites,burnin
9,8,3,6,metaweb,dolomites,burnin
53,8,1,6,metaweb,dolomites,burnin
10,8,2,6,metaweb,dolomites,burnin
22,8,3,6,metaweb,dolomites,burnin
26,8,2,6,metaweb,dolomites,burnin
3,13,2,6,metaweb,dolomites,burnin
30,8,2,6,metaweb,dolomites,burnin
52,8,1,6,metaweb,dolomites,burnin
48,8,1,6,metaweb,dolomites,burnin
54,8,1,6,metaweb,dolomites,burnin
51,8,1,6,metaweb,dolomites,burnin
41,0,41,6,metaweb,dolomites,burnin
25,8,2,6,metaweb,dolomites,burnin
33,8,2,6,metaweb,dolomites,burnin
39,0,41,6,metaweb,dolomites,burnin
47,8,1,6,metaweb,dolomites,burnin
14,8,2,6,metaweb,dolomites,burnin
44,0,41,6,metaweb,dolomites,burnin
1,10,3,6,metaweb,dolomites,burnin
19,8,2,6,metaweb,dolomites,burnin
46,0,41,6,metaweb,dolomites,burnin
50,8,1,6,metaweb,dolomites,burnin
4,20,2,6,metaweb,dolomites,burnin
11,8,0,6,metaweb,dolomites,burnin
36,8,2,6,metaweb,dolomites,burnin
17,2,3,6,niche,dolomites,burnin
20,3,3,6,niche,dolomites,burnin
29,0,7,6,niche,dolomites,burnin
7,8,3,6,niche,dolomites,burnin
2,8,2,6,niche,dolomites,burnin
23,3,5,6,niche,dolomites,burnin
12,0,2,6,niche,dolomites,burnin
18,1,3,6,niche,dolomites,burnin
13,1,2,6,niche,dolomites,burnin
9,5,4,6,niche,dolomites,burnin
24,2,5,6,niche,dolomites,burnin
10,9,3,6,niche,dolomites,burnin
22,10,4,6,niche,dolomites,burnin
26,0,6,6,niche,dolomites,burnin
3,15,3,6,niche,dolomites,burnin
5,1,3,6,niche,dolomites,burnin
30,0,8,6,niche,dolomites,burnin
31,0,3,6,niche,dolomites,burnin
28,2,3,6,niche,dolomites,burnin
8,10,4,6,niche,dolomites,burnin
25,0,6,6,niche,dolomites,burnin
27,2,5,6,niche,dolomites,burnin
21,3,3,6,niche,dolomites,burnin
14,6,2,6,niche,dolomites,burnin
6,0,4,6,niche,dolomites,burnin
1,2,1,6,niche,dolomites,burnin
19,2,3,6,niche,dolomites,burnin
16,7,2,6,niche,dolomites,burnin
4,1,3,6,niche,dolomites,burnin
15,5,3,6,niche,dolomites,burnin
11,2,2,6,niche,dolomites,burnin
34,0,36,6,down_rand,dolomites,burnin
43,7,0,6,down_rand,dolomites,burnin
40,0,33,6,down_rand,dolomites,burnin
12,7,0,6,down_rand,dolomites,burnin
13,5,0,6,down_rand,dolomites,burnin
24,6,0,6,down_rand,dolomites,burnin
5,8,0,6,down_rand,dolomites,burnin
31,7,0,6,down_rand,dolomites,burnin
38,0,33,6,down_rand,dolomites,burnin
45,7,0,6,down_rand,dolomites,burnin
28,7,0,6,down_rand,dolomites,burnin
37,0,32,6,down_rand,dolomites,burnin
8,7,0,6,down_rand,dolomites,burnin
35,0,35,6,down_rand,dolomites,burnin
27,8,0,6,down_rand,dolomites,burnin
21,7,0,6,down_rand,dolomites,burnin
6,6,0,6,down_rand,dolomites,burnin
32,8,0,6,down_rand,dolomites,burnin
16,6,0,6,down_rand,dolomites,burnin
42,6,0,6,down_rand,dolomites,burnin
15,7,0,6,down_rand,dolomites,burnin
17,7,0,6,down_rand,dolomites,burnin
20,7,0,6,down_rand,dolomites,burnin
29,8,0,6,down_rand,dolomites,burnin
7,7,0,6,down_rand,dolomites,burnin
2,8,0,6,down_rand,dolomites,burnin
23,7,0,6,down_rand,dolomites,burnin
18,7,0,6,down_rand,dolomites,burnin
9,7,0,6,down_rand,dolomites,burnin
10,6,0,6,down_rand,dolomites,burnin
22,5,0,6,down_rand,dolomites,burnin
